perfume,brand,gender,rating_value,rating_count,year,mainaccord1,mainaccord2,mainaccord3,mainaccord4,notes,luxury_or_cheap
fahrenheit-le-parfum,dior,men,4.3,4141,2014.0,other,other,soft spicy,aquatic,"suede, licorice, sicilian mandarin, violet leaf, rum, coriander, cumin, bourbon vanilla",luxury
miss-dior-parfum-pour-cheveux,dior,women,4.3,190,2015.0,other,citrus,musky,white floral,"bergamot, rose, egyptian jasmine, musk, indonesian patchouli leaf",luxury
hypnotic-poison-extrait-de-parfum,dior,women,4.3,326,,other,white floral,rose,sweet,"jasmine, african orange flower, rose, vanille",luxury
armani,giorgio-armani,women,4.3,748,1981.0,other,aromatic,woody,balsamic,"galbanum, marigold, aldehydes, pineapple, bergamot, mint, narcissus, orris root, tuberose, rose, jasmine, cyclamen, lily-of-the-valley, orchid, oakmoss, benzoin, cedar, amber, sandalwood, tonka bean, musk",luxury
ameer,lattafa-perfumes,unisex,4.3,202,,other,woody,oud,aromatic,"apple, pink pepper, rosemary, cloves, floral notes, oud, patchouli, labdanum, cypress, vetiver",cheap
victorioso,maison-alhambra,men,4.3,30,2022.0,other,other,citrus,fresh spicy,"marine notes, bergamot, bay leaf, jasmine, ambergris, oak moss, guaiac wood, patchouli",cheap
yeah,maison-alhambra,men,4.3,240,2023.0,other,other,woody,amber,"apple, ginger, bergamot, sage, juniper berries, geranium, tonka, amberwood, cedar, olibanum, vetiver",cheap
luna-rossa-carbon,prada,men,4.3,5969,2017.0,other,other,lavender,aromatic,"bergamot, pepper, lavender, metallic notes, watery notes, coal, soil tincture, ambroxan, patchouli",luxury
vendetta-uomo,valentino,men,4.3,189,1991.0,other,aromatic,woody,fresh spicy,"basil, bergamot, coriander, green notes, lemon, aldehydes, vetiver, cinnamon, cedar, geranium, jasmine, patchouli, labdanum, oakmoss, benzoin, leather, amber, tonka bean, musk",luxury
babycat,yves-saint-laurent,unisex,4.3,1878,2022.0,other,other,warm spicy,leather,"black, pink pepper, black pepper, elemi, pink pepper, olibanum, saffron, bourbon vanilla, suede, cedar",luxury
black-cashmere,donna-karan,women,4.3,1592,2002.0,other,other,woody,floral,"nutmeg, saffron, olibanum, white pepper, rose, cloves, woody notes, amber, patchouli, vanilla, olibanum",cheap
open-road-prospect,avon,men,4.31,29,,other,other,warm spicy,herbal,"ginger, mate, celery, nutmeg, geranium, artemisia, patchouli, musk, coumarin",cheap
cacharel-pour-l-homme,cacharel,men,4.31,1694,1981.0,other,aromatic,woody,floral,"nutmeg, bergamot, lavender, clary sage, carnation, geranium, ylang-ylang, lily-of-the-valley, cyclamen, jasmine, fir, vetiver, cedar, oakmoss, sandalwood, amber, musk",cheap
bad-boy-cobalt-parfum-electrique,carolina-herrera,men,4.31,2516,2022.0,other,woody,fruity,fresh spicy,"lavender, pink pepper, plum, geranium, vetiver, truffle, cedar, oak",luxury
ch-pasion-for-him,carolina-herrera,men,4.31,304,2023.0,woody,other,powdery,iris,"olibanum, tunisian neroli, pink pepper, iris, myrhh, texas cedar, australian sandalwood, bourbon vanilla, tonka bean, amberwood, dark woodsy notes",luxury
ch-under-the-sea,carolina-herrera,women,4.31,103,2021.0,other,citrus,vanilla,coconut,"pomelo, seaweed, rose, coconut, ylang-ylang, vanilla, sandalwood",luxury
allure-homme,chanel,men,4.31,6196,1999.0,citrus,other,warm spicy,woody,"lemon, peach, ginger, mandarin orange, lavender, bergamot, pepper, cedar, patchouli, vetiver, brazilian rosewood, rose, jasmine, gardenia, freesia, anise, vanilla, tonka bean, sandalwood, coconut, amber, benzoin, musk, leather, oakmoss",luxury
green-irish-tweed,creed,men,4.31,9196,1985.0,citrus,other,iris,powdery,"lemon verbena, iris, violet leaf, ambergris, sandalwood",luxury
virgin-island-water,creed,unisex,4.31,6903,2007.0,citrus,other,coconut,vanilla,"coconut, lime, white bergamot, sicilian mandarin, ginger, ylang-ylang, indian jasmine, hibiscus, white rum, sugar cane, musk",luxury
les-creations-de-monsieur-dior-forever-and-ever,dior,women,4.31,3508,2009.0,floral,other,white floral,,"freesia, jasmine, tincture of rose",luxury
balade-sauvage,dior,unisex,4.31,623,2018.0,woody,fruity,citrus,sweet,"ozonic notes, bergamot, petitgrain, fig tree, fig, solar notes, sea notes, peach, orange blossom, hedione, rose, pebbles, amberwood, labdanum, vanilla",luxury
miss-dior-brume-soyeuse-pour-le-corps,dior,women,4.31,182,2016.0,other,citrus,musky,white floral,"mandarin orange, rose, jasmine, musk, patchouli",luxury
miss-dior-esprit-de-parfum,dior,women,4.31,185,2011.0,other,other,white floral,aromatic,"galbanum, jasmine sambac, patchouli",luxury
acqua-di-gio-essenza,giorgio-armani,men,4.31,2701,2012.0,other,aromatic,citrus,fresh,"water notes, bergamot, grapefruit, calone, basil, floral notes, jasmine, sage, pepper, cedar, musk, vetiver, ambergris, clary sage, amber, patchouli",luxury
acqua-di-gio-profumo-special-blend,giorgio-armani,men,4.31,348,2017.0,other,other,marine,woody,"sea notes, bergamot, rosemary, sage, geranium, patchouli, incense",luxury
armani-code-sport-edition-2016,giorgio-armani,men,4.31,100,2016.0,other,citrus,fresh spicy,green,"mint, peppermint, sicilian lemon, mandarin orange, ginger, geranium, ambroxan, rosemary, vetiver, labdanum",luxury
armani-code-summer-pour-homme,giorgio-armani,men,4.31,39,2009.0,citrus,woody,aromatic,marine,"grapefruit, neroli, sea water, bergamot, rose, virginia cedar, tarragon, guaiac wood, amber, musk",luxury
armani-mania,giorgio-armani,men,4.31,1485,2002.0,woody,citrus,musky,warm spicy,"mandarin orange, saffron, citrus leaves, cedar, vetiver, musk, amber",luxury
ikat-rouge,giorgio-armani,unisex,4.31,49,2020.0,other,woody,citrus,smoky,"bergamot, incense, labdanum, iris, patchouli, amber, guaiac wood",luxury
cuir-zerzura,giorgio-armani,unisex,4.31,304,2020.0,other,other,powdery,woody,"violet leaf, elemi resin, mandarin orange, iris, rose, leather, cedar, bourbon vanilla",luxury
sensi,giorgio-armani,women,4.31,2750,2002.0,white floral,other,almond,nutty,"black locust, lime, almond, wheat, jasmine, benzoin, brazilian rosewood",luxury
le-beau,jean-paul-gaultier,men,4.31,6599,2019.0,other,other,sweet,citrus,"bergamot, coconut, tonka bean",luxury
le-male-summer-2013,jean-paul-gaultier,men,4.31,87,2013.0,other,aromatic,lavender,vanilla,"lavender, mint, cardamom, green leaves, grass, vanilla, sandalwood, musk",luxury
ginger-biscuit-cologne-2023,jo-malone-london,unisex,4.31,529,2023.0,other,other,caramel,sweet,"ginger, cinnamon, nutmeg, caramel, hazelnut, vanilla, tonka bean",luxury
jasoor,lattafa-perfumes,unisex,4.31,62,2023.0,other,other,warm spicy,fresh spicy,"cardamom, bergamot, apple, lavender, tobacco, geranium, tonka, leather, patchouli, vetiver",cheap
musamam-white-intense,lattafa-perfumes,unisex,4.31,385,2023.0,woody,citrus,coconut,sweet,"bergamot, orange, spices, coconut, ylang ylang, ambroxan, mahonial, sandalwood, musk, benzoin",cheap
qaed-al-fursan,lattafa-perfumes,unisex,4.31,2767,2016.0,fruity,other,tropical,woody,"pineapple, saffron, jasmine, balsam fir, amber, cedar, agarwood (oud)",cheap
bade-e-al-oud-honor-glory,lattafa-perfumes,unisex,4.31,1487,2023.0,other,other,fruity,vanilla,"pineapple, creme brulee, cinnamon, turmeric, benzoin, black pepper, vanilla, sandalwood, cashmeran, moss",cheap
nebras,lattafa-perfumes,unisex,4.31,1725,2022.0,other,other,cacao,warm spicy,"red berries, mandarin orange, vanilla, cacao, rose, sugar, tonka bean, amber, musk",cheap
la-nuit,paco-rabanne,women,4.31,809,1985.0,other,woody,musky,mossy,"artemisia, basil, tangerine, bergamot, amalfi lemon, white honey, rose, jasmine, peach, pepper, civetta, oak moss, leather, patchouli, woodsy notes, virginia cedar",luxury
black-opium-le-parfum,yves-saint-laurent,women,4.31,2089,2022.0,other,other,coffee,sweet,"cinnamon, pear, green mandarin, solar notes, jasmine sambac, orange blossom, madagascar vanilla, bourbon vanilla, vanilla absolute, coffee, patchouli, vanilla orchid",luxury
kouros-eau-d-ete-2006,yves-saint-laurent,men,4.31,55,2006.0,other,other,musky,woody,"artemisia, mint, bergamot, rosemary, jasmine, musk, ambergris, cedar",luxury
la-collection-m7-oud-absolu,yves-saint-laurent,men,4.31,2568,2011.0,other,other,patchouli,warm spicy,"mandarin orange, patchouli, agarwood (oud), myrhh, french labdanum",luxury
opium-pour-homme,yves-saint-laurent,men,4.31,4734,1995.0,other,other,fruity,anis,"black currant, star anise, pepper, galanga, bourbon vanilla, tolu balsam, atlas cedar",luxury
casbah,avon,women,4.32,191,1992.0,other,woody,warm spicy,floral,"jasmine, bergamot, grapefruit, iris, nutmeg, clove, orchid, rose, sandalwood, musk",cheap
sensus-absolute,avon,women,4.32,28,2021.0,other,other,leather,animalic,"agarwood (oud), black pepper, leather",cheap
bvlgari-man-in-black,bvlgari,men,4.32,8172,2014.0,other,woody,leather,rum,"spices, rum, tobacco, leather, iris, tuberose, tonka bean, guaiac wood, benzoin",luxury
green-valley,creed,men,4.32,195,1999.0,citrus,fruity,amber,aromatic,"bergamot, mandarin orange, black currant, ginger, ambergris, musk",luxury
spice-and-wood,creed,unisex,4.32,1231,2010.0,woody,other,warm spicy,powdery,"apple, lemon, bergamot, pepper, birch, clove, angelica, patchouli, cedar, musk, iris, oak moss",luxury
dior-homme-eau-for-men,dior,men,4.32,2766,2014.0,other,citrus,powdery,woody,"coriander, grapefruit, calabrian bergamot, tuscan iris, virginian cedar, amber",luxury
terre-d-hermes-eau-tres-fraiche,hermes,men,4.32,3011,2014.0,citrus,woody,fresh spicy,fresh,"orange, citruses, water notes, geranium, woody notes, cedar, patchouli",luxury
classique-essence-de-parfum,jean-paul-gaultier,women,4.32,2036,2016.0,other,white floral,sweet,citrus,"tangerine, aldehydes, ginger, orange blossom, jasmine sambac, whipped cream, vanilla, benzoin, cashmere wood, woody notes",luxury
le-beau-paradise-garden,jean-paul-gaultier,men,4.32,3316,2024.0,other,other,sweet,aquatic,"green notes, watery notes, mint, ginger, coconut, fig, salt, tonka bean, sandalwood",luxury
perseus,maison-alhambra,men,4.32,204,2022.0,other,other,powdery,nutty,"heliotrope, bergamot, cumin, almond, jasmine, lavender, vanilla, amber, sandalwood",cheap
magnificent-gold,yves-saint-laurent,unisex,4.32,325,2017.0,other,other,oud,woody,"saffron, pink pepper, vanilla, sandalwood, white oud, musk",luxury
supreme-bouquet-le-vestiaire-des-parfums,yves-saint-laurent,unisex,4.32,446,2017.0,woody,other,yellow floral,white floral,"bergamot, pink pepper, tuberose, ylang-ylang, amber, woody notes, patchouli",luxury
paris-premieres-roses-2011,yves-saint-laurent,women,4.32,73,2011.0,other,other,white floral,powdery,"rose, lily-of-the-valley, violet, peony, african orange flower, musk, sandalwood",luxury
jeanne-lanvin-my-sin,lanvin,women,4.32,409,1924.0,other,other,white floral,fresh,"aldehydes, neroli, clary sage, bergamot, amalfi lemon, jasmine, orris root, narcissus, ylang-ylang, rose, clove, lilac, lily-of-the-valley, civetta, musk, styrax, woodsy notes, tolu balsam, vetyver, vanille",cheap
scandal,lanvin,women,4.32,88,1931.0,citrus,other,aromatic,earthy,"clary sage, neroli, bergamot, amalfi lemon, mandarin orange, leather, iris, ylang-ylang, rose, oak moss, incense, benzoin, vetiver, vanille",cheap
natori,avon,women,4.33,46,1995.0,other,other,rose,amber,"freesia, violet, orris, rose, geranium, benzoin, tonka bean, sandalwood",cheap
212-h2o-men,carolina-herrera,men,4.33,36,2003.0,citrus,fruity,fresh spicy,aromatic,"grapefruit, mandarin orange, cassia, juniper, red currant, nutmeg, gardenia, sandalwood, musk",luxury
212-vip-rose-extra,carolina-herrera,women,4.33,259,2019.0,other,fruity,almond,sweet,"litchi, cherry liqueur, mandarin orange, bitter almond, orris root, peony, madagascar vanilla, tonka bean, woody notes",luxury
ch-beauties,carolina-herrera,women,4.33,100,2020.0,citrus,fruity,white floral,fresh,"pear, green mandarin, jasmine, neroli, peony, vanilla, amber, sandalwood",luxury
chanel-no-5-eau-premiere-2015,chanel,women,4.33,4007,2015.0,other,woody,fresh,yellow floral,"aldehydes, ylang-ylang, neroli, jasmine, rose, vanilla, sandalwood, vetiver",luxury
diorama,dior,women,4.33,211,1948.0,white floral,woody,fruity,animalic,"plum, peach, melon, bergamot, jasmine, gardenia, tuberose, rose, cinnamon, violet, caraway, pepper, nutmeg, lily-of-the-valley, clove, oak moss, castoreum, civetta, leather, vetiver, sandalwood, musk, virginia cedar",luxury
j-adore-l-or-2017,dior,women,4.33,614,2017.0,other,white floral,yellow floral,sweet,"jasmine, ylang-ylang, tuberose, may rose, tahitian vanilla, tonka bean",luxury
sauvage-elixir,dior,men,4.33,11229,2021.0,other,other,woody,aromatic,"nutmeg, cinnamon, cardamom, grapefruit, lavender, licorice, sandalwood, amber, patchouli, haitian vetiver",luxury
acqua-di-gio-profondo,giorgio-armani,men,4.33,7978,2020.0,other,aromatic,citrus,fresh spicy,"sea notes, aquozone, bergamot, green mandarin, rosemary, lavender, cypress, mastic or lentisque, mineral notes, musk, patchouli, amber",luxury
armani-code-couture-edition,giorgio-armani,women,4.33,58,2012.0,citrus,other,floral,vanilla,"blood orange, pear, petitgrain, ginger, bergamot, orange blossom, mirabilis, osmanthus, honey, leather, vanilla, tonka bean, cedar",luxury
classique-x-love-actually,jean-paul-gaultier,women,4.33,36,2011.0,citrus,white floral,woody,floral,"bergamot, mandarin orange, orange blossom, peony, vanilla, woodsy notes, iris",luxury
le-male-tonique-cologne,jean-paul-gaultier,men,4.33,30,2007.0,other,aromatic,vanilla,green,"mint, ginger, lavender, vanilla",luxury
bade-e-al-oud-sublime,lattafa-perfumes,unisex,4.33,744,2023.0,fruity,other,tropical,rose,"apple, litchi, rose, plum, jasmine, moss, vanilla, patchouli",cheap
raghba-muski,lattafa-perfumes,unisex,4.33,69,2015.0,other,other,musky,sweet,"musk, lily-of-the-valley, musk, sugar, musk, vanilla, sandalwood",cheap
tenere,paco-rabanne,men,4.33,301,1988.0,other,other,woody,honey,"lavender, rosemary, green notes, cassia, lemon, bergamot, grapefruit, honey, carnation, rose, jasmine, artemisia, orris root, tarragon, anise, cinnamon, lily-of-the-valley, leather, patchouli, musk, vetiver, amber, cedar",luxury
soie-rouge,avon,women,4.34,147,1993.0,woody,other,fresh spicy,patchouli,"pepper, cashmere wood, orange, rose, ylang-ylang, lily-of-the-valley, jasmine, patchouli, vetiver, musk, amber",cheap
surreal-magic,avon,women,4.34,195,2021.0,other,white floral,vanilla,floral,"almond blossom, naturalcalm™, bergamot, jasmine sambac, tuberose, ylang-ylang, amber, vanilla, sandalwood",cheap
eau-parfumee-au-the-noir-intense,bvlgari,unisex,4.34,97,2018.0,other,other,rose,citrus,"rose, bergamot, chinese black tea, magnolia, agarwood (oud)",luxury
nemo,cacharel,men,4.34,526,2000.0,other,other,aromatic,leather,"cardamom, nutmeg, lavender, betel pepper, labdanum, caraway, carnation, geranium, jasmine, leather, vanilla, cedar, patchouli",cheap
eau-d-eden,cacharel,women,4.34,1180,1996.0,fruity,other,floral,sweet,"iris, rose, hiacynth, nectarine, peach, fruits, white musk, sandalwood",cheap
eternity-for-men-summer-2015,calvin-klein,men,4.34,142,2015.0,other,other,woody,fresh spicy,"sea notes, grapefruit, pink pepper, juniper berries, fig leaf, cypress, driftwood, musk, amber",cheap
212-nyc-men-pills,carolina-herrera,men,4.34,38,2016.0,woody,aromatic,green,warm spicy,"green notes, spices, lavender, petitgrain, grapefruit, bergamot, violet, sage, gardenia, ginger, guaiac wood, incense, vetiver, labdanum, sandalwood, white musk",luxury
vip-men-club-edition,carolina-herrera,men,4.34,231,2015.0,other,other,citrus,warm spicy,"lime, watery notes, caviar, nutmeg, woody notes, pepper, chocolate, woody notes",luxury
allure-homme-sport-cologne,chanel,men,4.34,2489,2007.0,citrus,other,aromatic,woody,"lemon, bergamot, orange, grapefruit, mandarin orange, aldehydes, neroli, fir resin, spices, elemi resin, white musk, pepper, atlas cedar, vetiver, tonka bean",luxury
allure-homme-sport-eau-extreme,chanel,men,4.34,9910,2012.0,other,woody,fresh spicy,citrus,"mandarin orange, mint, cypress, sage, pepper, tonka bean, musk, sandalwood, cedar",luxury
chanel-no-19-parfum,chanel,women,4.34,1581,1970.0,other,woody,earthy,aromatic,"galbanum, neroli, orris, may rose, narcissus, jasmine, hedione, ylang-ylang, oakmoss, vetiver, cedar, musk",luxury
aubepine-acacia,creed,women,4.34,44,1965.0,floral,other,fresh spicy,citrus,"galbanum, bergamot, hawthorn, mimosa, amber",luxury
vintage-tabarome,creed,men,4.34,79,1875.0,citrus,other,woody,tobacco,"bergamot, citruses, tobacco leaf, pepper, oak moss, sandalwood, amber",luxury
aventus,creed,men,4.34,19581,2010.0,fruity,other,leather,woody,"bergamot, black currant, apple, lemon, pink pepper, pineapple, patchouli, moroccan jasmine, birch, musk, oak moss, ambroxan, cedarwood",luxury
vetiver-geranium,creed,men,4.34,533,2014.0,other,other,woody,citrus,"granny smith apple, lemon, bergamot, geranium, rose, cinnamon, cedar, patchouli, vetiver, musk, amber",luxury
dior-dior,dior,women,4.34,214,1976.0,white floral,other,woody,green,"aldehydes, lilac, jasmine, narcissus, lily-of-the-valley, oak moss, woodsy notes, amber",luxury
dior-homme-sport-2012,dior,men,4.34,2512,2012.0,citrus,other,warm spicy,powdery,"citron, ginger flower, iris, green notes, cedar",luxury
dior-homme-sport-2021,dior,men,4.34,3316,2022.0,citrus,aromatic,woody,fresh spicy,"lemon, bergamot, aldehydes, elemi, pink pepper, woody notes, olibanum, amber",luxury
pure-poison-elixir,dior,women,4.34,1230,2006.0,white floral,citrus,vanilla,cacao,"jasmine, mandarin orange, petitgrain, bergamot, african orange flower, gardenia, vanille, cacao, amber",luxury
emporio-armani-diamonds-black-carat-for-him,giorgio-armani,men,4.34,209,2011.0,woody,other,fresh spicy,cacao,"sichuan pepper, bergamot, cacao, benzoin, guaiac wood, amber, cedar, vetiver, oakmoss",luxury
gucci-no-3-eau-de-toilette,gucci,women,4.34,452,1985.0,white floral,other,earthy,aromatic,"aldehydes, coriander, green leaves, bergamot, orris root, narcissus, tuberose, rose, jasmine, lily-of-the-valley, oakmoss, leather, vetiver, patchouli, musk, amber",luxury
voyage-d-hermes-parfum,hermes,unisex,4.34,2734,2012.0,other,aromatic,citrus,green,"cardamom, lemon, spices, juniper, tea, green notes, rose, floral notes, hedione, woodsy notes, musk, amber, sandalwood",luxury
